Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH
I1,16-02-2003,Piacenza,Bologna,3,1,H,2,0,H,2.4,3,2.7,2.65,3,2.6,2.3,2.8,2.9,,,,2.5,3,2.6,2.5,3,2.6,,,,1.8,1.8,G. Paparesta,7,11,4,9,23,20,7,5,2,1,0,0,1.72,3.3,5,1.72,3.15,5,1.77,3,5,1.7,3.1,4.9,1.67,3.2,5,1.7,3.25,5,1.66,3.1,5,1.7
I1,16-02-2003,Reggina,Como,4,1,H,2,1,H,1.727,3.1,4.5,1.8,3.2,4.5,1.85,2.9,4,,,,1.73,3.1,4.5,1.75,3.1,4.5,,,,1.9,1.7,P. Dondarini,6,10,3,3,27,17,10,5,2,3,0,0,2.4,3,3,2.4,3,2.85,2.45,2.95,2.9,2.5,2.8,2.9,2.5,2.8,2.75,2.5,2.88,2.88,2.4,2.9,2.75,2.25
I1,16-02-2003,Torino,Modena,1,1,D,0,0,D,1.833,3.2,3.75,1.85,3.2,4,1.9,3,3.6,,,,1.83,3.25,3.75,2,3.1,3.5,,,,1.95,1.65,R. Rosetti,12,9,6,3,17,14,5,10,1,2,0,0,4,3,2,4,3.1,1.9,4,2.9,2,3.4,2.9,2.1,3.5,3,2,4,3.25,1.91,3.5,2.87,2.05,3.5
I1,22-02-2003,Como,Juventus,1,3,A,0,3,A,6,3.4,1.5,6,3.7,1.5,4.4,3.3,1.65,6,3.4,1.5,5.5,3.6,1.53,4.5,3.6,1.615,6,3.75,1.44,1.75,1.85,O. Pantana,6,13,4,7,16,15,2,3,3,2,0,0,1.61,3.4,6,1.6,3.45,5.5,1.6,3.4,5.75,1.5,3.6,6,1.62,3.1,5.5,1.53,3.5,6,1.6,3,6,1.57
I1,22-02-2003,Torino,Milan,0,3,A,0,2,A,4.5,3.1,1.727,4.5,3.25,1.75,4.2,3.2,1.7,4.5,2.88,1.8,4.33,3.25,1.73,4.333,3.2,1.75,4.33,3.2,1.72,1.7,1.9,A. Romeo,13,11,5,4,20,22,9,4,1,3,0,0,2.1,2.8,3.5,2.05,2.9,3.75,2.05,2.9,3.75,2,3.1,3.4,1.91,2.88,4,2.05,2.9,3.75,2,3,3.4,2
I1,23-02-2003,Bologna,Empoli,2,0,H,1,0,H,1.833,3,4,1.85,3.1,4.2,1.75,3,4.4,1.8,3.2,4,1.83,3.1,4,1.833,3.1,4,1.8,3,4.2,1.75,1.85,L. Palanca,3,10,1,4,22,23,2,10,4,2,0,0,5,3.2,1.66,5.85,3.3,1.6,6,3.1,1.63,4.9,3.3,1.65,6,3.4,1.5,6.5,3.6,1.53,5.5,3.1,1.6,6.5
I1,23-02-2003,Brescia,Reggina,2,1,H,0,0,D,1.909,3,3.75,1.95,3.1,3.75,1.85,2.9,4,1.8,3,4.33,2,3,3.5,2,3,3.5,1.9,2.87,4,1.85,1.75,S. Farina,17,6,10,3,23,23,3,5,1,2,0,0,2.4,2.9,2.8,2.65,2.85,2.7,2.5,3,2.7,2.5,3.1,2.6,2.2,3,3,2.5,3,2.7,2.4,2.9,2.75,2.38
I1,23-02-2003,Inter,Piacenza,3,1,H,0,0,D,1.25,4.5,10,1.28,4.7,9.1,1.25,4.3,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.22,5,9.5,1.65,1.95,P. Rodomonti,16,5,8,2,18,28,6,3,4,2,1,0,2.6,2.87,2.6,2.65,2.95,2.6,2.75,3,2.45,2.6,3.1,2.5,2.75,3,2.38,2.8,3.05,2.4,2.75,2.9,2.4,2.75
I1,23-02-2003,Lazio,Atalanta,0,0,D,0,0,D,1.571,3.25,5.5,1.65,3.2,5.45,1.6,3.4,4.6,1.57,3.25,5.5,1.62,3.2,5.5,1.615,3.2,5.5,1.57,3.3,5.5,1.75,1.85,T. Pieri,17,6,9,5,23,23,2,4,2,4,0,0,2.5,2.87,2.75,2.5,2.85,2.9,2.5,2.85,2.85,2.6,2.8,2.7,2.38,2.88,2.8,2.4,2.95,2.88,2.5,2.9,2.62,2.38
I1,23-02-2003,Modena,Chievo,1,0,H,0,0,D,2.625,2.875,2.5,2.6,3.1,2.55,2.7,2.8,2.5,2.6,2.8,2.6,2.6,3,2.5,2.6,3,2.5,2.75,2.9,2.4,1.85,1.75,G. Rocchi,11,5,5,2,17,14,9,4,1,2,0,0,1.16,5.5,13,1.18,5.75,13,1.15,6,15,1.17,5.4,13,1.14,6,12,1.14,7,17,1.16,5.5,12,1.12
I1,23-02-2003,Perugia,Parma,1,2,A,0,1,A,2.2,3,3,2.25,3.05,3.05,2.3,2.8,2.9,2.2,3,3,2.25,3,3,2.2,3,3,2.2,2.87,3.1,1.75,1.85,L. Banti,15,10,9,7,18,19,6,2,4,3,0,0,1.72,3.2,4.5,1.7,3.2,5.1,1.72,3.2,4.75,1.75,3.2,4.3,1.8,3,4.33,1.67,3.2,5.2,1.72,3.2,4.33,1.62
I1,23-02-2003,Udinese,Roma,2,1,H,1,0,H,2.25,3,2.875,2.4,3.05,2.8,2.4,2.8,2.8,2.2,3,3,2.25,3,3,2.25,2.9,3,2.3,3,2.8,1.9,1.7,P. Tagliavento,13,10,7,4,29,13,8,4,2,4,0,0,1.44,3.6,7,1.5,3.5,6.9,1.5,3.5,6.5,1.5,3.6,6,1.53,3.25,6,1.44,3.6,7.5,1.44,3.5,7,1.44
I1,01-03-2003,Brescia,Bologna,0,0,D,0,0,D,2.1,3,3.2,2.15,2.9,3.4,2.1,2.7,3.5,2.1,2.75,3.5,2.1,3,3.25,2.1,3,3.25,2.1,2.8,3.4,1.85,1.75,D. Messina,10,6,8,3,28,24,4,5,2,3,0,0,2.37,2.87,2.87,2.5,2.85,2.9,2.45,2.9,2.85,2.4,2.9,2.9,2.4,2.88,2.8,2.5,2.88,2.88,2.37,3,2.7,2.38
I1,01-03-2003,Parma,Modena,1,1,D,1,1,D,1.533,3.4,5.5,1.6,3.4,5.5,1.5,3.4,5.6,1.5,3.4,6,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.8,1.8,M. Gabriele,11,11,5,6,19,22,2,4,2,3,0,0,7,3.2,1.4,7.5,3.7,1.44,7.5,3.85,1.4,7,3.6,1.45,7,3.75,1.4,9,4.2,1.36,8,3.75,1.36,8
I1,02-03-2003,Chievo,Torino,3,2,H,1,2,A,1.4,3.75,7,1.4,4,7.5,1.4,3.7,6.5,1.4,3.75,7,1.44,3.6,7,1.444,3.6,7,1.4,3.75,7,1.8,1.8,T. Pieri,13,9,9,5,23,15,8,11,3,2,0,0,1.36,4.33,9,1.35,4.25,8.15,1.35,4.25,8,1.4,3.7,7.5,1.29,4.33,9,1.33,4.33,10,1.28,4.5,8,1.29
I1,02-03-2003,Juventus,Inter,3,0,H,2,0,H,2.1,2.8,3.4,2.1,2.9,3.6,1.9,3,3.6,2.1,3,3.2,2.1,2.9,3.4,2.1,2.9,3.4,2.1,2.87,3.3,1.85,1.75,M. Mazzoleni,8,7,4,6,15,28,6,5,3,3,2,0,1.61,3.4,6,1.63,3.25,5.7,1.57,3.35,6,1.6,3.4,5.2,1.62,3.2,5.5,1.57,3.6,6,1.5,3.3,6.5,1.57
I1,02-03-2003,Milan,Atalanta,3,3,D,1,3,A,1.3,4.333,8,1.35,4.2,8.5,1.35,3.8,7.5,1.36,3.75,8,1.33,4,8.5,1.333,4,8.5,1.33,4,8,1.75,1.85,D. Messina,10,13,5,4,28,21,4,9,3,3,1,0,1.83,3.1,4.75,1.8,3.1,4.6,1.83,3.1,4.33,1.85,3,4.2,1.83,3,4,1.85,3.1,4.2,1.83,3,4,1.73
I1,02-03-2003,Perugia,Lazio,2,2,D,2,1,H,2.5,3.1,2.5,2.55,3.05,2.6,2.8,2.9,2.3,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.6,3.1,2.4,1.8,1.8,G. Paparesta,22,5,11,3,24,22,9,2,1,2,0,0,1.44,4,7.5,1.47,3.5,7.5,1.45,3.7,7,1.45,3.6,7,1.36,3.75,8,1.44,4,7.5,1.36,4,7,1.4
I1,02-03-2003,Piacenza,Como,0,1,A,0,1,A,1.571,3.5,5,1.6,3.5,5.25,1.6,3.2,5,1.57,3.25,5.5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.85,1.75,A. De Marco,14,0,6,0,24,17,14,0,1,2,0,0,1.14,6.5,21,1.12,6.9,17,1.12,6.5,19,1.12,6,16,1.11,6.5,15,1.12,7,21,1.1,6.5,17,1.08
I1,02-03-2003,Reggina,Udinese,3,2,H,2,2,D,2.25,3,2.875,2.25,3,3.1,2.3,2.8,2.9,2.25,3,2.88,2.25,3,3,2.25,3,3,2.2,3,3,1.85,1.75,N. Rizzoli,10,5,3,1,23,28,5,5,2,0,0,2,1.57,3.4,7,1.57,3.25,6.5,1.55,3.3,6.5,1.55,3.4,5.8,1.5,3.25,6.5,1.5,3.4,7,1.5,3.3,6.5,1.5
I1,02-03-2003,Roma,Empoli,3,1,H,1,1,D,1.444,3.6,6.5,1.45,3.7,7,1.4,3.7,6.5,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.75,1.85,M. De Santis,10,10,6,5,21,25,1,11,4,3,1,1,2.5,2.87,3,2.5,2.8,2.9,2.5,2.85,2.85,2.4,2.8,3,2.38,3,2.75,2.6,2.88,2.7,2.5,2.9,2.62,2.38
I1,08-03-2003,Bologna,Inter,1,2,A,1,1,D,2.8,2.875,2.375,2.95,3.05,2.3,2.7,2.9,2.4,3,2.88,2.25,3,3,2.25,3,3,2.25,3,2.87,2.25,1.8,1.9,R. Rosetti,8,7,5,2,21,20,8,5,1,2,0,0,2.75,2.87,2.75,2.75,2.85,2.6,2.75,2.85,2.6,2.8,2.8,2.6,2.62,2.88,2.5,2.7,2.88,2.6,2.5,2.9,2.62,2.38
I1,08-03-2003,Roma,Lazio,1,1,D,0,1,A,2.375,2.875,2.8,2.5,2.95,2.75,2.5,2.8,2.7,2.5,2.88,2.62,2.5,3,2.6,2.5,3,2.6,2.6,2.8,2.6,1.8,1.9,E. Morganti,8,17,3,10,21,22,2,10,3,1,0,0,7,3.4,1.57,6.05,3.25,1.6,6,3.35,1.57,5.2,3.4,1.6,5.5,3.25,1.57,7,3.25,1.53,5,3.3,1.61,6
I1,09-03-2003,Atalanta,Parma,0,0,D,0,0,D,2.25,3,2.875,2.38,3,2.85,2.5,2.7,2.8,2.25,2.88,3,2.25,3,3,2.25,3,3,2.25,2.87,3,1.8,1.9,N. Ayroldi,8,10,3,7,16,21,4,4,2,1,1,0,2.75,2.87,2.75,2.75,2.9,2.55,2.75,2.85,2.6,2.6,2.9,2.7,2.6,3.1,2.4,2.7,2.88,2.6,2.6,2.8,2.6,2.62
I1,09-03-2003,Como,Brescia,1,1,D,0,0,D,2.4,3,2.7,2.58,3,2.6,2.7,2.9,2.4,2.62,2.88,2.5,2.6,3,2.5,2.6,3,2.5,2.62,2.9,2.5,1.95,1.75,M. De Santis,20,14,8,8,27,14,5,4,3,3,0,0,1.36,3.75,9,1.35,4.05,8.95,1.35,4,9,1.35,4,8,1.33,3.75,9,1.36,4.2,9,1.3,4.33,8,1.29
I1,09-03-2003,Empoli,Piacenza,3,1,H,0,0,D,1.909,3.2,3.5,2.1,2.9,3.55,2,2.9,3.4,1.91,3,3.75,1.91,3.2,3.6,1.909,3.2,3.6,1.83,3.2,3.75,1.85,1.85,P. Dondarini,12,7,5,4,14,21,11,1,1,4,0,0,1.66,3.2,5,1.65,3.25,5.5,1.65,3.25,5.25,1.7,3.2,4.7,1.67,2.88,5.5,1.65,3.25,6,1.72,3.1,4.5,1.67
I1,09-03-2003,Milan,Chievo,0,0,D,0,0,D,1.533,3.4,5.5,1.5,3.65,6.25,1.5,3.5,5.4,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.53,3.4,5.5,1.7,2,S. Racalbuto,9,8,4,6,24,27,0,3,2,1,0,0,7,3.6,1.44,8.15,3.75,1.41,7.5,3.6,1.45,6.3,3.5,1.5,7,3.75,1.4,8,3.75,1.44,7,3.5,1.44,8.5
I1,09-03-2003,Modena,Perugia,1,1,D,1,1,D,2.2,3,3,2.28,2.95,3.1,2.2,2.8,3.1,2.2,2.8,3.2,2.2,3,3.1,2.2,3,3.1,2.1,2.87,3.3,2.05,1.65,N. Stefanini,13,8,7,5,19,20,4,5,0,4,0,0,1.72,3,5,1.75,2.95,5.4,1.7,3.15,5,1.7,3.2,4.7,1.73,2.88,5,1.75,3.2,4.6,1.72,3,4.8,1.67
I1,09-03-2003,Torino,Reggina,1,0,H,1,0,H,3,3,2.2,3.2,3.15,2.1,2.8,2.9,2.3,2.88,3,2.25,2.88,3.1,2.25,2.875,3.1,2.25,3,3,2.2,1.9,1.8,P. Rodomonti,14,5,8,4,24,24,5,2,2,3,0,0,2.1,3,3.25,2.2,3,3.25,2.1,3,3.4,2.2,2.9,3.2,2.25,2.88,3,2.2,3,3.2,2.1,3,3.2,2.1
I1,09-03-2003,Udinese,Juventus,0,1,A,0,0,D,3.2,3,2.1,3.15,3.2,2.12,3,2.9,2.2,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.4,2.8,2.1,1.75,1.95,M. Trefoloni,7,13,3,6,25,18,1,6,2,3,1,0,7,3.75,1.4,8.4,4.15,1.35,8,3.8,1.4,7,3.6,1.45,7,3.75,1.4,8.5,4,1.4,8,3.5,1.4,8.5
I1,15-03-2003,Juventus,Modena,3,0,H,0,0,D,1.22,5,9,1.25,5,10,1.25,4.5,9,1.25,4.5,10,1.22,5,10,1.22,5,10,1.22,5,9.5,1.65,1.95,D. Tombolini,11,9,8,5,14,18,9,4,5,2,0,0,2,3,3.5,1.95,2.95,4.1,2,2.9,3.9,2,2.9,3.7,2.1,3,3.2,2,2.88,4,2,2.8,3.75,1.91
I1,15-03-2003,Reggina,Milan,0,0,D,0,0,D,3.5,3.2,1.9,4,3.15,1.88,3.6,3,1.9,3.4,3,2,3.6,3.2,1.91,3.6,3.2,1.91,3.6,2.87,2,1.7,1.9,D. Messina,17,5,10,2,11,13,4,6,0,2,0,0,1.61,3.4,5,1.65,3.3,5.35,1.65,3.3,5.25,1.6,3.4,5.2,1.67,3.2,5,1.62,3.3,5.5,1.66,3.1,5,1.62
I1,16-03-2003,Bologna,Udinese,1,0,H,1,0,H,2.1,2.8,3.4,2.15,2.95,3.35,2.2,2.8,3.1,2.1,3,3.2,2.1,3,3.25,2.1,3,3.25,1.9,2.87,4,1.8,1.8,P. Tagliavento,11,4,7,2,30,23,10,5,1,3,0,0,2.6,2.87,2.6,2.7,2.9,2.6,2.8,2.9,2.5,2.8,2.8,2.6,2.75,3,2.38,2.75,3,2.5,2.75,2.9,2.4,2.75
I1,16-03-2003,Brescia,Torino,1,0,H,0,0,D,1.72,3.1,4.5,1.68,3.2,5.15,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,5,1.67,3.2,5,1.61,3.1,5.5,1.8,1.8,M. Saccani,5,10,3,2,23,19,5,5,5,2,0,0,2.87,3,2.3,3.05,2.95,2.3,2.9,2.9,2.4,2.8,2.9,2.5,2.8,2.88,2.38,3.2,3,2.3,3.1,2.87,2.2,3
I1,16-03-2003,Chievo,Parma,0,4,A,0,1,A,2.1,3,3.2,2.22,2.95,3.2,2.2,2.8,3.1,2,3,3.4,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,1.8,1.8,M. Trefoloni,7,19,4,10,29,14,5,7,5,2,0,0,3.6,3.1,2.1,3.4,3.05,2.1,3.5,2.95,2.1,3.1,3,2.2,3.2,3,2.1,3.5,3.1,2.1,3.5,2.87,2.05,3.4
I1,16-03-2003,Inter,Como,4,0,H,2,0,H,1.22,5,9,1.23,5,11,1.25,4.5,9,1.2,5,11,1.2,5,12,1.2,5,12,1.25,4.5,10,1.6,2.05,T. Pieri,10,7,6,5,16,27,11,4,4,0,0,0,1.9,3,4.5,1.9,2.95,4.35,1.9,2.9,4.3,1.9,2.9,4.1,1.91,3,3.75,1.85,3.1,4.6,1.83,3,4,1.83
I1,16-03-2003,Lazio,Empoli,4,1,H,2,1,H,1.53,3.25,6,1.5,3.5,6.65,1.45,3.6,5.8,1.4,3.75,7,1.44,3.6,7,1.44,3.6,7,1.5,3.3,6.5,1.65,1.95,G. Paparesta,9,8,7,3,14,21,6,6,4,1,0,0,1.8,3.2,4.75,1.78,3.15,4.6,1.8,3.1,4.5,1.8,3,4.4,1.73,3.1,4.5,1.8,3.1,4.5,1.8,3,4.2,1.75
I1,16-03-2003,Perugia,Roma,1,0,H,0,0,D,2.4,3,2.7,2.55,2.9,2.75,2.5,2.7,2.8,2.5,2.8,2.75,2.5,3,2.6,2.5,3,2.6,2.5,2.9,2.62,1.8,1.8,N. Rizzoli,14,6,9,1,25,24,3,3,1,3,0,0,1.3,4.5,12,1.29,4.5,10,1.3,4.5,9,1.3,4.4,8.5,1.25,4.5,10,1.28,4.33,11,1.22,5,9.5,1.25
I1,16-03-2003,Piacenza,Atalanta,2,0,H,1,0,H,2.37,3.1,2.62,2.5,2.95,2.75,2.5,2.8,2.7,2.5,2.88,2.62,2.5,3,2.6,2.5,3,2.6,2.5,2.9,2.62,1.75,1.85,S. Racalbuto,21,0,11,0,16,24,6,5,2,1,0,0,1.33,4.33,10,1.34,4.2,8.75,1.35,4,9,1.35,4,8,1.29,4.33,9,1.33,4.4,9.5,1.25,4.5,10,1.33
I1,22-03-2003,Milan,Juventus,2,1,H,2,1,H,2.375,2.875,2.8,2.45,2.9,2.85,2.4,2.8,2.8,2.38,2.88,2.8,2.38,2.88,2.88,2.375,2.875,2.875,2.37,2.8,2.9,1.8,1.8,A. Dattilo,17,2,8,1,18,17,12,5,1,3,0,1,1.25,5,13,1.2,5.55,11.5,1.23,5,12,1.22,4.8,11,1.2,5,11,1.22,5.5,12,1.2,5,11,1.2
I1,22-03-2003,Modena,Reggina,2,1,H,0,0,D,2.1,3,3.2,2.12,3,3.35,1.9,2.9,3.8,1.91,2.88,4,2,3,3.5,2,3,3.5,1.9,2.87,4,1.9,1.7,M. Saccani,8,13,2,7,18,27,4,9,1,1,0,0,3.6,3.1,2.1,3.35,3.1,2.1,3.5,3,2.1,3.3,3,2.1,3.2,3,2.1,3.4,3.1,2.15,3.4,3,2,3.4
I1,23-03-2003,Atalanta,Chievo,1,0,H,0,0,D,2.2,3,3,1.95,3.1,3.6,2.1,2.8,3.3,2.1,3,3.2,2,3,3.5,2.1,3,3.2,2,3,3.4,1.8,1.8,R. Rosetti,8,7,5,3,17,18,4,3,5,1,0,1,1.83,3,5,1.8,3,4.75,1.8,3.1,4.5,1.8,2.9,4.6,1.73,3.1,4.5,1.8,3.1,4.5,1.72,3.1,4.5,1.7
I1,23-03-2003,Como,Bologna,5,1,H,1,0,H,2.7,3,2.375,2.95,2.95,2.35,2.6,2.8,2.6,2.75,2.75,2.5,2.88,3,2.3,2.75,3,2.4,2.8,2.87,2.4,1.95,1.65,D. Messina,5,8,2,4,1,2,2,7,2,4,0,0,2.5,2.87,3,2.45,2.8,3,2.4,2.85,3,2.4,2.9,2.9,2.25,2.88,3,2.38,2.88,3,2.25,3,2.87,2.4
I1,23-03-2003,Empoli,Brescia,0,0,D,0,0,D,2.3,2.9,2.9,2.35,2.85,3.1,2.4,2.6,3,2.38,2.75,3,2.3,2.88,3,2.3,2.875,3,2.37,2.7,3,1.9,1.7,P. Bertini,10,11,4,5,20,37,4,6,2,2,0,0,1.44,4,7.5,1.42,3.8,7.65,1.44,3.6,8,1.45,3.6,7,1.4,3.75,7,1.4,3.8,8,1.4,3.6,7.5,1.44
I1,23-03-2003,Parma,Lazio,2,1,H,1,0,H,2.4,2.9,2.75,2.55,2.9,2.75,2.5,2.7,2.8,2.38,2.8,2.88,2.5,2.88,2.75,2.5,2.875,2.75,2.5,2.9,2.62,1.7,1.9,S. Farina,8,3,6,1,15,18,6,0,0,1,0,0,2.4,2.87,3.2,2.37,2.8,3.15,2.4,2.85,3,2.55,2.85,2.8,2.2,3,3,2.38,2.88,3,2.37,2.9,2.8,2.38
I1,23-03-2003,Roma,Piacenza,3,0,H,3,0,H,1.4,3.75,7,1.41,4,7,1.4,3.7,6.5,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8,1.65,1.95,E. Morganti,13,8,6,5,25,18,5,7,1,4,0,1,2.3,3,3.25,2.35,2.85,3.1,2.2,3,3.2,2.3,2.8,3.1,2.1,3,3.2,2.2,3,3.2,2.1,3,3.2,2.1
I1,23-03-2003,Torino,Perugia,2,1,H,0,1,A,3,3,2.2,3.05,3.1,2.2,3.4,2.9,2,2.88,3,2.25,3.2,3.1,2.1,3.2,3.1,2.1,3,3,2.2,1.9,1.7,M. Trefoloni,9,10,5,4,22,20,4,7,2,2,0,0,3,3,2.4,3,2.95,2.35,2.95,2.95,2.35,2.9,2.8,2.5,2.8,2.88,2.38,3,3,2.4,2.75,2.9,2.4,2.75
I1,23-03-2003,Udinese,Inter,2,1,H,0,0,D,3,3,2.2,3.25,3.15,2.1,2.9,2.8,2.3,3.2,3,2.1,3.1,3,2.2,3.1,3,2.2,3.3,2.87,2.1,1.7,1.9,L. Palanca,12,5,5,2,48,20,10,0,0,2,0,0,1.16,6.5,15,1.15,6.5,13.75,1.17,6,13,1.2,5,12,1.14,6,12,1.17,6.5,15,1.14,6,12,1.1
I1,05-04-2003,Juventus,Torino,2,0,H,1,0,H,1.3,4.333,8,1.35,4.15,8,1.4,3.7,6.5,1.4,3.75,7,1.36,3.75,8.5,1.364,3.75,8.5,1.33,4,8,1.75,1.95,M. Bergonzi,13,10,5,5,28,22,3,1,2,2,1,0,2.1,3,3.75,2.1,3.05,3.4,2.15,2.9,3.4,2.2,2.9,3.2,2.2,3,3,2.2,2.88,3.4,2.2,2.87,3.1,2.1
I1,05-04-2003,Parma,Milan,1,0,H,0,0,D,2.5,3.1,2.5,2.7,3,2.5,2.6,2.8,2.6,2.625,2.875,2.5,2.6,3,2.5,2.6,3,2.5,2.62,2.9,2.5,1.85,1.85,A. Giannoccaro,10,5,6,2,15,20,0,7,0,0,0,0,2.1,3,3.75,2.05,2.9,3.75,2.15,2.9,3.5,2.1,2.7,3.7,2.1,3,3.2,2.2,2.88,3.4,2.15,2.9,3.2,2
I1,06-04-2003,Brescia,Atalanta,3,0,H,2,0,H,2,2.75,3.8,2.2,2.63,3.75,2.3,2.4,3.4,2.1,2.625,3.75,2.1,2.75,3.6,2.1,2.625,3.75,2.1,2.6,3.8,2.15,1.65,N. Stefanini,15,3,11,2,13,15,6,2,0,2,0,0,1.16,6,19,1.17,5.7,14.5,1.15,6,15,1.17,5.4,13,1.14,6,12,1.15,6,15,1.11,6.5,15,1.14
I1,06-04-2003,Chievo,Udinese,3,0,H,2,0,H,2,3,3.4,2.08,2.9,3.55,2,3,3.3,2,3,3.4,2,3,3.5,2,3,3.5,1.9,3,3.75,1.95,1.75,G. Rocchi,8,8,5,2,26,14,2,5,3,2,0,1,2.2,2.87,3.6,2.15,2.9,3.45,2.25,2.9,3.2,2.3,2.8,3.1,2.25,2.88,3,2.25,2.9,3.2,2.3,2.9,2.9,2
I1,06-04-2003,Inter,Roma,3,3,D,0,0,D,1.8,3.1,4,1.85,3.1,4.1,1.65,3.2,4.6,1.8,3.2,4,1.8,3.2,4,1.8,3.2,4,1.66,3.3,4.5,1.85,1.85,O. Girardi,19,6,12,5,24,21,7,1,2,3,1,1,1.4,4.33,7.5,1.35,4.1,8.75,1.37,4,8,1.37,3.8,8,1.4,3.75,7,1.36,4,8.5,1.33,4,8,1.33
I1,06-04-2003,Lazio,Como,3,0,H,2,0,H,1.364,4,7,1.3,4.5,9,1.35,4,7,1.3,4,9,1.33,4,8.5,1.333,4,8.5,1.28,4.5,8,1.75,1.95,P. Mazzoleni,14,7,3,4,18,21,5,4,0,3,0,0,1.72,3.1,5.5,1.7,3.15,5.2,1.77,3,5,1.85,3,4.2,1.73,2.88,5,1.75,3.1,4.75,1.8,2.9,4.5,1.7
I1,06-04-2003,Perugia,Bologna,1,1,D,1,0,H,2,2.875,3.6,1.98,2.9,3.9,1.9,2.7,4.2,1.909,2.875,4,1.91,2.9,4,1.909,2.9,4,1.9,2.75,4.2,2,1.7,A. De Marco,9,8,3,4,20,28,4,4,1,2,0,0,1.9,3,4.5,1.91,3,4.15,1.85,3,4.4,1.9,2.9,4.1,1.8,2.88,4.5,1.91,3.1,4.2,1.83,3,4,1.7
I1,06-04-2003,Piacenza,Modena,3,3,D,1,2,A,2.25,3,2.875,2.3,2.9,3,2.2,2.9,3,2.2,3,3,2.25,2.9,3.1,2.25,2.9,3.1,2.3,2.9,2.9,2,1.7,T. Pieri,14,14,9,7,20,17,5,4,0,2,0,0,3,2.87,2.5,3,2.85,2.4,2.9,2.95,2.4,2.65,2.8,2.65,2.75,3,2.38,3,3,2.4,2.62,2.9,2.5,2.75
I1,06-04-2003,Reggina,Empoli,1,0,H,0,0,D,1.833,3,4,1.7,3.15,5,1.75,3,4.4,1.8,3.2,4,1.83,3,4.33,1.85,3,4.2,1.8,3.1,4,1.75,1.95,G. Rocchi,5,11,2,7,17,21,4,4,3,2,0,1,1.61,3.4,6,1.65,3.25,5.4,1.65,3.2,5.5,1.7,3.2,4.7,1.62,3.25,5,1.67,3.1,5.5,1.66,3.1,5,1.62
I1,12-04-2003,Como,Perugia,1,1,D,1,0,H,2.625,2.875,2.5,2.65,2.9,2.55,2.5,3,2.5,2.5,2.875,2.625,2.7,2.88,2.5,2.7,2.875,2.5,2.62,2.9,2.5,1.9,1.8,S. Farina,7,8,3,3,25,26,4,3,3,2,0,1,2.87,2.87,2.6,2.75,2.8,2.65,2.65,2.9,2.65,2.65,2.8,2.65,2.5,2.88,2.62,2.7,2.88,2.6,2.6,2.8,2.6,2.5
I1,12-04-2003,Inter,Milan,0,1,A,0,0,D,2.5,2.875,2.625,2.6,2.9,2.65,2.6,2.8,2.6,2.625,2.75,2.625,2.6,2.88,2.6,2.6,2.875,2.6,2.6,2.8,2.6,1.85,1.85,G. Paparesta,12,7,7,4,27,27,10,4,2,3,0,0,2.5,2.75,3.2,2.45,2.9,2.9,2.55,2.85,2.8,2.6,2.8,2.8,2.5,2.8,2.75,2.5,2.88,3,2.4,2.87,2.8,2.5
I1,13-04-2003,Atalanta,Reggina,1,1,D,1,0,H,1.833,3,4,1.9,3,4,1.8,2.9,4.2,1.8,3,4.333,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3,3.75,2.05,1.7,M. De Santis,7,12,3,2,21,21,5,5,1,2,0,1,2.87,3,2.5,2.8,2.85,2.55,2.75,2.85,2.55,2.65,2.8,2.65,2.5,2.75,2.8,2.8,2.9,2.62,2.62,2.9,2.5,2.6
I1,13-04-2003,Bologna,Juventus,2,2,D,1,0,H,3.75,3,1.909,3.4,3.1,2,3.5,2.7,2.1,3.75,3.2,1.833,3.75,3.1,1.91,3.75,3.1,1.909,4,2.87,1.9,1.95,1.75,M. Saccani,5,10,2,7,25,35,2,3,2,4,0,0,1.9,3,4.5,1.85,3,4.45,1.9,3,4.2,1.9,2.8,4.3,1.83,2.88,4.33,1.91,3,4.2,1.9,3,3.75,1.8
